country,year,gender,employment_type,economic_activity,employees_thousands,data_quality,data_source,indicator
Lesotho,2019,Male,Nature of job: Total,Economic activity (Broad sector): Industry,102.43,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Total,Economic activity (Broad sector): Services,74.879,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Total,156.744,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Agriculture,34.459,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Non-agriculture,122.285,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Industry,79.227,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Services,43.058,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Total,55.541,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Agriculture,0.517,Unreliable,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Non-agriculture,55.024,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Industry,23.203,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Services,31.821,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Broad sector): Total,181.082,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Broad sector): Agriculture,9.344,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Broad sector): Non-agriculture,171.738,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Broad sector): Industry,99.592,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Broad sector): Services,72.145,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Total,141.184,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Agriculture,9.16,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Non-agriculture,132.023,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Industry,93.833,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Services,38.19,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,Economic activity (Broad sector): Total,39.899,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,Economic activity (Broad sector): Non-agriculture,39.714,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,Economic activity (Broad sector): Industry,5.76,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,Economic activity (Broad sector): Services,33.955,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (Aggregate): Total,393.367,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (Aggregate): Agriculture,44.32,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (Aggregate): Manufacturing,136.357,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (Aggregate): Construction,37.384,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",28.281,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",62.174,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",84.85,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (Aggregate): Total,297.928,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (Aggregate): Agriculture,43.619,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (Aggregate): Manufacturing,130.116,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (Aggregate): Construction,35.634,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",7.31,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",50.659,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",30.589,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (Aggregate): Total,95.439,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (Aggregate): Agriculture,0.701,Unreliable,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (Aggregate): Manufacturing,6.242,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (Aggregate): Construction,1.75,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",20.971,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",11.515,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",54.261,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Total,Economic activity (Aggregate): Total,212.285,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Total,Economic activity (Aggregate): Agriculture,34.976,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Total,Economic activity (Aggregate): Manufacturing,40.908,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Total,Economic activity (Aggregate): Construction,35.559,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",25.964,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",39.906,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",34.973,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Aggregate): Total,156.744,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Aggregate): Agriculture,34.459,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Aggregate): Manufacturing,38.675,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,Economic activity (Aggregate): Construction,34.021,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",6.531,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",33.05,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",10.008,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Aggregate): Total,55.541,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Aggregate): Agriculture,0.517,Unreliable,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Aggregate): Manufacturing,2.233,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,Economic activity (Aggregate): Construction,1.538,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",19.433,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",6.856,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Male,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",24.965,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Aggregate): Total,181.082,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Aggregate): Agriculture,9.344,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Aggregate): Manufacturing,95.45,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,Economic activity (Aggregate): Construction,1.825,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2.317,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",22.268,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",49.878,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Aggregate): Total,141.184,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Aggregate): Agriculture,9.16,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Aggregate): Manufacturing,91.441,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,Economic activity (Aggregate): Construction,1.613,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",0.779,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",17.609,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",20.581,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,Economic activity (Aggregate): Total,39.899,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,Economic activity (Aggregate): Manufacturing,4.009,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",1.539,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",4.658,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Female,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",29.297,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): Total,393.367,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,44.32,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): B. Mining and quarrying,23.995,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): C. Manufacturing,136.357,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",1.198,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",3.088,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): F. Construction,37.384,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,23.484,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): H. Transportation and storage,11.841,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,6.612,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): J. Information and communication,1.864,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,4.284,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",1.077,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,12.864,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,31.244,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): P. Education,28.362,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,11.789,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",0.618,Unreliable,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): S. Other service activities,2.547,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6.382,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Total,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,3.909,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): Total,297.928,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,43.619,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): B. Mining and quarrying,4.749,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): C. Manufacturing,130.116,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",0.461,Unreliable,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2.101,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): F. Construction,35.634,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,20.424,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): H. Transportation and storage,11.348,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,5.983,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): J. Information and communication,0.81,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,1.167,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",0.811,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,10.033,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,5.812,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): P. Education,8.582,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,4.425,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",0.524,Unreliable,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): S. Other service activities,2.149,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6.36,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,2.737,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): Total,95.439,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,0.701,Unreliable,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): B. Mining and quarrying,19.246,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): C. Manufacturing,6.242,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",0.737,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",0.987,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
Lesotho,2019,Total,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): F. Construction,1.75,Normal,LFS - Integrated Labour Force Survey,"Employees by sex, informal/formal job and economic activity (thousands)"
